name,code,cooperative,district,sub_county,parish,village,contact_person,phone_number,is_vsla,created_at
CAM ACAMA WOMEN GROUP-OPOTA TC,1408,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Latinling,Opota T.C,,0778452010,,20-08-2023
KWAKO LITINO KIGANG FARMERS GROUP-LATINLING NAM,1409,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Latinling,Latinling Nam,,0765814498,,20-08-2023
CAC RAC FARMERS GROUP-LATIN LING NAM,1410,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Latinling,Latinling Nam,,0774200820,,20-08-2023
CAC RAC FARMERS GROUP-LATIN LING NAM,1411,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Latinling,Latinling Nam,,0774200820,,20-08-2023
NEN ANYIM-KIROC,1412,Agago District Farmers Association,Agago,Kuywee,Atut,Kuroc,,0780203391,,20-08-2023
RIBE AYE TEKO-KUROC,1413,Agago District Farmers Association,Agago,Kuywee,Atut,Kuroc,,0786441549,,20-08-2023
RIBE BER-KUROC,1414,Agago District Farmers Association,Agago,Kuywee,Atut,Kuroc,,0764310803,,20-08-2023
TUTE PI ANYIM LAMINAJIKO FARMERS GROUP-LAMINAJIKO CENTRAL,1415,APWOR - PURANGA PDM SACCO,Pader,Puranga,Laminajiko,Laminajiko Central,,0765210449,,21-08-2023
TII NGO OKELI GROUP-OMANODERO,1416,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Omano Dero,,0772306895,,21-08-2023
LUBANGA TEK FARMERS GROUP-PUNU RII,1417,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Punu Rii,,0740980684,,21-08-2023
RWOT AYE TWERO FARMER GROUP-LAPAK,1418,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Lapak,,0741686205,,21-08-2023
PE YERO FARMER GROUP-ACAMOGOMA,1419,Pader Shea butter cooperative,Pader,Atanga,Ngoto,Acamo Goma,,0777994391,,21-08-2023
LAWANG APAR FARMER GROUP-ACAMOGOMA,1420,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Acamo Goma,,0771687276,,21-08-2023
CING AM YUBU FARMERS GROUP-LATUM,1421,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Latum,,0778370753,,21-08-2023
NYEKO RAC FARMERS GROUP-PUNULYEC,1422,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Punulyec,,0782012358,,21-08-2023
AOL KI BWOLA FARMER GROUP-ATAL,1423,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Atal,,0772868914,,21-08-2023
BED KI GEN YOUTH FARMERS GROUP-LAYAMO VILLAGE,1424,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Layamo,,0782746770,,21-08-2023
LABONGO LWORO FARMER GROUP-LAYAMO,1425,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Layamo,,0781024792,,21-08-2023
OTAM PI WAN LUNGOLO VSLA-PUNURI,1426,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Punu Rii,,0763226153,,21-08-2023
ACAMO GOMA VSLA-ACAMOGOMA,1427,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Acamo Goma,,0786105289,,21-08-2023
Watwero Farmers group,1428,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Dog Gudi A,,0781481002,,21-08-2023
BEDO GANG MIT LABONGO APOKA POKA-LAPAT,1429,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Lapak,,0773750852,,21-08-2023
CAN DIYA WOMEN GROUP-LAORAOGALI,1430,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Laora Ogali,,0773090441,,21-08-2023
KWO LOBO TEK -LAORO GALI,1431,NGOTO PDM SACCO,Pader,Atanga,Ngoto,Laora Ogali,,0777994391,,21-08-2023
Dok paco ber Farmers group Pamolo Central,1432,Dano aye lonyo,Kitgum,Lalano,Pamolo,Pamolo Central,,0781287544,,21-08-2023
Can Mito Note VSLA group- Atapara olam,1433,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Ataparaolam,,0764398503,,22-08-2023
Nen Anyim VSLA Group- Ataparaolam,1434,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Ataparaolam,,0763076891,,22-08-2023
NEN ANYIM-ATAPARA OLAM,1435,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Ataparaolam,,0764825459,,22-08-2023
CAN MITO NOTE-ATAPARA OLAM,1436,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Ataparaolam,,0788775327,,22-08-2023
BED BA IPEKEDE-AMUKOGUNGO,1437,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Amukogungo,,0787265776,,23-08-2023
PAR PIRWA VSLA-OKET PUR,1438,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Oket Pur,,0772662946,,23-08-2023
OKANY CAN VSLA-AMONONENO,1439,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Amononeno,,0783585055,,23-08-2023
BED IMAR-AYIILOI,1440,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Ayiiloi B,,0776759412,,23-08-2023
ACANDYANG UNITED-ACANDYANG,1441,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Acandyang,,0760815343,,23-08-2023
ACAN PE KUN VSLA-CIKE,1442,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Cike,,0772646750,,23-08-2023
CAN PE PENYI VSLA-CIKE,1443,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Cike,,0777011959,,23-08-2023
CAN DAG NYEKO-AKWALAKWALA,1444,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Akwalakwala,,0784149030,,23-08-2023
abaryao womens group-abaryao,1445,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Abaryao,,0778317820,,23-08-2023
NYEKO BALI KARE VSLA GROUP-CAWENTE,1446,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Cawente,,0760037202,,23-08-2023
Watek Ki Lwak VSLA group- Otaka,1447,NGOTO PDM SACCO,Pader,Atanga,Opate,Otaka,,0788218717,,23-08-2023
Kicwala Ki tic VSLA group- Laor Boro boro,1448,NGOTO PDM SACCO,Pader,Atanga,Opate,Lacor Boroboro,,0764241807,,23-08-2023
Dwong Ci inogo VSLA- Lapul Ocwida,1449,NGOTO PDM SACCO,Pader,Atanga,Opate,Lapul Ocwida,,0774306977,,23-08-2023
Abedo ki Longe VSLA- Otokene,1450,NGOTO PDM SACCO,Pader,Atanga,Opate,Otek,,0757528204,,23-08-2023
Pailik Bati Ber VSLA group- Lapul ocwida,1451,NGOTO PDM SACCO,Pader,Atanga,Opate,Lapul Ocwida,,0775915556,,23-08-2023
Lacac Pe Lony VSLA group- Dangi Village,1452,NGOTO PDM SACCO,Pader,Atanga,Opate,Dangi,,0759204001,,23-08-2023
Can Rac VSLA Akuna Central,1453,Dano aye lonyo,Kitgum,Lagoro,Akuna,,,0777717239,,23-08-2023
Mon nyek women group Jamaica B,1454,Dano aye lonyo,Kitgum,Lalano,Lalano,,,0778825315,,23-08-2023
CAN OROMA VSLA-CENTRAL,1455,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Central,,0777486564,,24-08-2023
OPIT KICK VSLA-MARAKACH,1456,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Marakach A,,0771160302,,24-08-2023
KUC ODWOGO VSLA-MARAKACH A,1457,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Pawaja,Marakach A,,0770273193,,24-08-2023
KONYE KENI VSLA-OBOKE OLOT,1458,,Lamwo,Paloga,Bungu,Obokeolot,,0773559298,,24-08-2023
RWOT OMITO-OBOKE OLOT,1459,,Lamwo,Paloga,Bungu,Obokeolot,,0786424764,,24-08-2023
CAN DEG MING VSLA-OBOKE OLOT,1460,,Lamwo,Paloga,Bungu,Obokeolot,,0782519213,,24-08-2023
RIBE BER -LUGILA,1461,Parabong Oil Seed Co-op Ent,Agago,Kuywee,Atut,Lugila,,0770621517,,24-08-2023
OJOGA PI TII-ALELA,1462,Parabong Oil Seed Co-op Ent,Agago,Kuywee,Atut,Alela,,0777735685,,24-08-2023
BEDI WORO VSLA-AKENOWOR,1463,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Otek,Akenowor,,0789791608,,24-08-2023
RWOT AMIO FARMERS-APANY,1464,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Otek,Apany Pekok,,0764363113,,24-08-2023
CAN PE PARIGROUP-AKENOWOR,1465,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Otek,Akenowor,,0785340440,,24-08-2023
NYER INGOL GROUP-TETWORO,1466,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Otek,Tetworo,,0770382936,,24-08-2023
LEGA TEK HOUSEHOLD CLUSTER-KABOYE,1467,Pukor pukor pdm Sacco,Agago,Parabongo,Pakor,Kaboye,,0784202893,,24-08-2023
KWO TEK-KICUDE,1468,Pukor pukor pdm Sacco,Agago,Parabongo,Pakor,Kicude,,0779159946,,24-08-2023
RUBANGA TWERO-KENYA,1469,Pukor pukor pdm Sacco,Agago,Parabongo,Pakor,Kenya,,0760727205,,24-08-2023
BED KI GEN-KADOKTAR,1470,Pukor pukor pdm Sacco,Agago,Parabongo,Pakor,Kadokta,,0775877032,,24-08-2023
OPOOLACEN-DUNGU VILLAGE,1471,Pukor pukor pdm Sacco,Agago,Parabongo,Pakor,Dung Central,,0783729328,,24-08-2023
RWOT BER FARMERS GROUP-OCETOKI,1472,Dano aye lonyo,Kitgum,Labongo-Layamo,Ocetoke,Ocetoke East,,0789007676,,25-08-2023
GUM KOMA FARMERS GROUP-OCULOKORI,1473,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Oculokori,Oculokori,,0765994122,,25-08-2023
RWOT OMIYA-DUNGU,1474,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0779243391,,25-08-2023
RWOT OMIYA-DUNGU,1475,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0779243391,,25-08-2023
RWOT OMIYA-DUNGU,1476,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0779243391,,25-08-2023
RWOT OMIYA-DUNGU,1477,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0779243391,,25-08-2023
AKEM KWENE-TELAYUGI,1478,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Telatyeng,,0787235268,,25-08-2023
RWOT TWERO YOUTH GROUP-PAKOR CENTRAL,1479,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0760727110,,25-08-2023
RWOT TWERO YOUTH GROUP-PAKOR CENTRAL,1480,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0760727110,,25-08-2023
KONYI KENI-PAKOR CENTRAL,1481,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0773961197,,25-08-2023
YOUNG WOMAN-DUNGU,1482,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0788956872,,25-08-2023
OPELA GROUP-PAKOR CENTRAL,1483,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0774485545,,25-08-2023
WA KWOKO YAA-PAKOR CENTRAL,1484,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0787074963,,25-08-2023
MAR BER-DUNGU WEST,1485,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu West,,0779707363,,25-08-2023
MON BER-KADOKTAR,1486,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Kadokta,,0779272940,,25-08-2023
PI ANYIM-KENYA WEST,1487,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Kenya West,,0774910255,,25-08-2023
YOUNG WOMEN-DUNGU WEST,1488,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu West,,0781027350,,25-08-2023
KATO GROUP-PAKOR CENTRAL,1489,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0784544676,,25-08-2023
RIBE AYE TEKO-DUNGU WEST,1490,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu West,,0779272940,,25-08-2023
KENYA COMMUNITY GROUP-KENYA WARD,1491,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Kenya West,,0760737136,,25-08-2023
RIBE BER-TEE OKWANG,1492,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Tee Okwang,,0780387873,,25-08-2023
MOT MOT-KENYA,1493,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Kenya,,0775159512,,25-08-2023
OKONYE KENWA-DUNGU EAST,1494,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu East,,0780329275,,25-08-2023
PAKOR COMMUNITY-DUNGU CENTRAL,1495,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dung Central,,0777481058,,25-08-2023
OBED MOT SAVINGS GROUP-OKER WARD,1496,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Oker,,0773558262,,25-08-2023
ACOM AND SONS-DUNGU WARD,1497,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0774558978,,25-08-2023
MED KERO VSLA-DUNGU,1498,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0770659833,,25-08-2023
LUBANGA BER-PAKOR CENTRAL,1499,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0774904497,,25-08-2023
ADA RII-KADOKTA,1500,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Kadokta,,0783072198,,25-08-2023
YESU NUMBER ONE-KATINI,1501,Agago District Farmers Association,Agago,Lapono,Amyel,Amyel,,0783571771,,25-08-2023
TUTE AYEE KONYO PEKO-KATINI WARD,1502,Agago District Farmers Association,Agago,Lapono,Amyel,Katini,,0786544624,,25-08-2023
WAMARE GROUP-KATINI,1503,Agago District Farmers Association,Agago,Lapono,Amyel,Katini,,0771466327,,25-08-2023
RWOT KONYO WA-ATIMIKICA,1504,Agago District Farmers Association,Agago,Lapono,Amyel,Atimikica,,0778434774,,25-08-2023
LAPONO YOUTHS AND WOMEN DEVELOPMENT-ATIMIKICA,1505,Agago District Farmers Association,Agago,Lapono,Amyel,Atimikica,,0772975433,,25-08-2023
ADOK KWENE WOMEN GROUP-AKENO EAST,1506,Agago District Farmers Association,Agago,Lapono,Amyel,Akeno East,,0770846566,,25-08-2023
JING CWINYI GROUP-KENYA,1507,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Kenya,,0787322886,,26-08-2023
KATANGA GROUP-DUNGU EAST,1508,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu East,,0784003790,,26-08-2023
KONY PACO GROUP-PAKOR CENTRAL,1509,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Pakor Central,,0765789150,,26-08-2023
WARIBE KA CEL HOUSEHOLD GROUP-KADOKTA,1510,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Kadokta,,0785554542,,26-08-2023
KER KWARO MONEY GROUP-DUNGU,1511,PAKOR PDM SACCO,Agago,Parabongo,Pakor,Dungu,,0777761943,,26-08-2023
CAM BEDI YOUTH FARMERS-NAMIREMBE,1512,ONGANY PADER PDM SACCO,Pader,Pader,Ongany,Namirembe,,0764572384,,27-08-2023
PIT BER KI MON-LAMINCWIDA,1513,APWOR - PURANGA PDM SACCO,Pader,Puranga,Laminocwida,Lamino Cwida,,0783126676,,27-08-2023
Lit Ki Lanyeko Vsla group - Lacor Oboo,1514,OPATE PDM SACCO,Pader,Atanga,Opate,Lacor Oboo,,0783074348,,27-08-2023
Yenyo Kwo PAG farmer group -Lapul ocwida,1515,OPATE PDM SACCO,Pader,Atanga,Opate,Lapul Ocwida,,0788489923,,27-08-2023
Walengo Kony Vsla group -Otukene,1516,OPATE PDM SACCO,Pader,Atanga,Opate,Otukene,,0753318912,,27-08-2023
WARIB CING WA GROUP-KIZEE,1517,Agago District Farmers Association,Agago,Lapono,Kiteny,Kibira,,0761770500,,27-08-2023
RIBE AYE TEKO VSLA-AKENO WEST,1518,Agago District Farmers Association,Agago,Lapono,Amyel,Akeno East,,0789297916,,27-08-2023
KOK CAN ITIC-MITYANA,1519,Agago District Farmers Association,Agago,Lapono,Amyel,Mityana,,0775190015,,27-08-2023
RIBBO WIC AYE TEKO-AKENO EAST,1520,Agago District Farmers Association,Agago,Lapono,Amyel,Akeno East,,0784651970,,27-08-2023
TUTE AYE LONYO PEKO GROUP-KATINI WARD,1521,Agago District Farmers Association,Agago,Lapono,Amyel,Katini,,0786544624,,27-08-2023
LOYO NYERO FARMERS GROUP-AKENO NORTH,1522,Agago District Farmers Association,Agago,Lapono,Amyel,Akeno North,,0779401202,,27-08-2023
RIBBE KI MAR YOUTH GROUP-KIZZE,1523,Agago District Farmers Association,Agago,Lapono,Amyel,Kizee,,0774750786,,27-08-2023
NGWECH KI RYO GROUP-ATIMIKICA,1524,Agago District Farmers Association,Agago,Lapono,Amyel,Atimikica,,0783913659,,27-08-2023
WANENO ANYIM GROUP-ATIMIKICA,1525,Agago District Farmers Association,Agago,Lapono,Amyel,Atimikica,,0762528281,,27-08-2023
WAGWOKO LIM VSLA-ACHOLINYEK WARD,1526,Agago District Farmers Association,Agago,Lapono,Amyel,Acholi Nyek,,0771692762,,27-08-2023
LAPONO YOUTH AND WOWEN DEVELOPMENT ORGANISATION-ATIMIKICA MAIN STORE,1527,Agago District Farmers Association,Agago,Lapono,Amyel,Atimikica Main Store,,0770324836,,27-08-2023
RIBE BER GROUP-AKENO CENTRAL,1528,Agago District Farmers Association,Agago,Lapono,Amyel,Akeno Central,,0786883166,,27-08-2023
YESU NUMBER ONE-KATINI WARD,1529,Agago District Farmers Association,Agago,Lapono,Amyel,Katini,,0783571771,,27-08-2023
YELE BER BEES KEEPING-LAGAR,1530,Agago District Farmers Association,Agago,Lapono,Amyel,Lagar,,0762850356,,27-08-2023
WADYERE KEBN WA GROUP-ACHOLINYEK,1531,Agago District Farmers Association,Agago,Lapono,Amyel,Acholi Nyek,,0786031800,,27-08-2023
WAMARE WUU GROUP-KIZEE,1532,Agago District Farmers Association,Agago,Lapono,Amyel,Kizee,,0772260738,,27-08-2023
OBANGA TEK WOMEN VSLA GROUP,1533,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Ataparaolam,,0775746573,,27-08-2023
Tam Pa Monpe Kicayo Farmer Group -lacor boroboro,1534,OPATE PDM SACCO,Pader,Atanga,Opate,Lacor Boroboro,,0776418257,,27-08-2023
Kica Ber PWD group- Lapul ocwida,1535,OPATE PDM SACCO,Pader,Atanga,Opate,Lapul Ocwida,,0780424761,,29-08-2023
Iyro Peduny nono- Lapul Ocwida,1536,OPATE PDM SACCO,Pader,Atanga,Opate,Lapul Ocwida,,0789178504,,29-08-2023
ACAN PE KUN-OKURUYANG B,1537,OKWANG T/C PDM SACCO-YABWANGI WARD,Otuke,Okwang Town Council,Yabwangi Ward,Okuronyang B,,0775191779,,29-08-2023
otam Pirwa famer group- Kapel Village,1538,Pader Shea butter cooperative,Pader,Pukor,Gem,Kapel,,0779021941,,29-08-2023
RUBANGA KONYA SAVINGS GROUP-LUPWAR,1539,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Lupwa,,0765606630,,29-08-2023
PAGWARI FARMERS ASSOCIATION-PAGWARI EAST,1540,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Pagwari East,,0785553725,,29-08-2023
RWOT TWERO FARMERS GROUP-OGWWANGERE,1541,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Ogwangere,,0766428855,,30-08-2023
ARINGO BONGO VSLA-DOG GUDI B,1542,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Dog Gudi B,,0765703463,,30-08-2023
GOT TINO VSLA-TUMATOO,1543,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Tumatoo,,0785603927,,30-08-2023
LOPOKO FARMERS GROUP-JAMULA,1544,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Paloga,Jamula,,0788787969,,30-08-2023
OKONYA WOMEN GROUP-DANGI,1545,Agago District Farmers Association,Agago,Lapono,Amyel,Dangi,,0783832557,,30-08-2023
WARYEM CAN VSLA-KIZEE,1546,Agago District Farmers Association,Agago,Lapono,Amyel,Kizee,,0787254150,,30-08-2023
THE LORD IS MY SHEPHERD-AMYEL,1547,Agago District Farmers Association,Agago,Lapono,Amyel,Amyel,,0780212537,,30-08-2023
WARIBU CINGWA VSLA-AKENO EAST,1548,Agago District Farmers Association,Agago,Lapono,Amyel,Akeno East,,0763295625,,31-08-2023
NYEKO PE LONYI VSLA-ORII LAYIMA,1549,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Orii Layima,,0784464033,,01-09-2023
WORO BER VSLA-ORII LAYIMA,1550,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Orii Layima,,0764797382,,01-09-2023
GEME KENI FARMERS GROUP-KECA,1551,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Keca,,0784025355,,01-09-2023
POLO MEWA-KECA,1552,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Keca,,0788673813,,01-09-2023
Can Oywey VSLA- keca Village,1553,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Keca,,0773883806,,01-09-2023
Keca Sunflower one VSLA,1554,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Keca,,07891814369,,01-09-2023
PAR PI ANYIM MIXED FARMERS GROUP-OLARO COO,1555,ALELA-ARUM PDM SACCO LIMITED,Agago,Arum,Alela,Olaro Coo,,0778132014,,02-09-2023
ADONG IPEKO MIXED VSLA YOUTH GROUP-ONGARO,1556,ALELA-ARUM PDM SACCO LIMITED,Agago,Arum,Alela,Ongaro,,0779980660,,02-09-2023
PAR ANYIM MIXED GROUP-AKWIL,1557,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Akwil,,0777805413,,02-09-2023
ACAN PE KUN VSLA GROUP-CAWENTE,1558,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Cawente,,0783755750,,02-09-2023
GEN BADI VSLA YOUTH GROUP-CAWENTE,1559,AGELEC-ARUM PDM SACCO,Agago,Arum,Agelec,Cawente,,0775296711,,02-09-2023
CAN BER ILWAK VSLA GROUP-ONGARO,1560,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Ongaro,,0763625308,,02-09-2023
ACAM KWOKA GROUP-PAGWARI EAST,1561,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Pagwari East,,0765208504,,02-09-2023
ALWOR NORTH SAVINGS GROUP-ALWOR NORTH,1562,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Olwor North,,0777761544,,02-09-2023
PIT ODONG KI MON WOMENS GROUP-OLWOR SOUTH,1563,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Olwor South,,0773611963,,02-09-2023
OPONG BENE PRODUCE AND TRADERS ASSOCIATION-OPONG BENE,1564,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Opong Benge,,0783337717,,02-09-2023
LACAN TUTE FARMER GROUP-TEE KI TUBA,1565,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Te-Kituba,,0775411987,,02-09-2023
RIBBE AYE TEKO MOBILE CATERING-OLWOR SOUTH,1566,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Olwor South,,0772703624,,02-09-2023
CAN DEG MING-LUPWA NORTH,1567,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Lupwa,,0776989048,,02-09-2023
OGWOK PACO-OGENG SOUTH,1568,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Ogeng South,,0786098066,,02-09-2023
PAGWARI YOUTH FOUNDATION-PAGWARI WEST,1569,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Pagwari West,,0787393188,,02-09-2023
WAYUPE PI ANYIM-OLWOR CENTRAL,1570,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Olwor Central,,0777792532,,02-09-2023
RIPE BER-OPONG BENGO,1571,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Opong Benge,,0780829207,,02-09-2023
OTIM BER YOUNG GENERATION SAVING GROUP-LUPWA SOUTH,1572,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Lupwa,,0771643564,,02-09-2023
RWOT BER FARMER GROUP-ACORO,1573,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Acoro,,0776432193,,02-09-2023
RIBE BER FARMER GROUP-KITENY EAST,1574,ACORO PADER TOWN COUNCIL PDM SACCO,Pader,Pader Town Council,Acoro Ward,Kiteny East,,0777363074,,02-09-2023
WORO BER VSLA-ORII LAYIMA,1575,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Orii Layima,,0764797382,,02-09-2023
NYEKO PE LONYI-ORII LAYIMA,1576,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Orii Layima,,0784464033,,02-09-2023
BED KI MAR VSLA GROUP-ONYEDE,1577,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Onyede,,0760152962,,02-09-2023
AYWE KI PEKO MA POTU ATURA GROUP-AYWEE CENTRE,1578,Agago District Farmers Association,Agago,Lapono,Ogole,Aywee,,0783465820,,03-09-2023
WINYE BER GROUP- OGWANG KAMOLO EAST,1579,Agago District Farmers Association,Agago,Lapono,Ogole,Ogwang Kamolo East,,0780911400,,03-09-2023
DOK PACO GROUP-KIPAKA,1580,Agago District Farmers Association,Agago,Lapono,Ogole,Kipaka,,0775772878,,03-09-2023
OTEM GUM GROUP-OGWANG KAMOLO EAST,1581,Agago District Farmers Association,Agago,Lapono,Ogole,Ogwang Kamolo East,,0778437563,,03-09-2023
LONYO PE ROM GROUP-LOKIDIA WEST,1582,Agago District Farmers Association,Agago,Lapono,Ogole,Lokidia West,,0786134766,,03-09-2023
SUUNEBO GROUP-AYWEE TELELA,1583,Agago District Farmers Association,Agago,Lapono,Ogole,Aywee Telela,,0786278317,,03-09-2023
RIBE PI KUC GROUP-OGOLE NORTH,1584,Agago District Farmers Association,Agago,Lapono,Ogole,Ogole North,,0781876839,,03-09-2023
TIC BER LOYO KWO VSLA-ORUNYA,1585,Agago District Farmers Association,Agago,Lapono,Ogole,Orunya,,0760757193,,03-09-2023
WADOKO PACO GROUP-LOKIDIA WEST,1586,Agago District Farmers Association,Agago,Lapono,Ogole,Lokidia West,,0785775448,,03-09-2023
MAK MUKEMI VSLA AND FARMERS GROUP-OGOLE SOUTH,1587,Agago District Farmers Association,Agago,Lapono,Ogole,Ogole South,,0763081514,,03-09-2023
Dwong ci Inongo Lapul Ocwuda,1588,OPATE PDM SACCO,Pader,Lapul,Laminocwida,,,0774306977,,03-09-2023
Rwot Twero VSLA Group Lapul,1589,OPATE PDM SACCO,Pader,Lapul,Elupe Ward,,,0778449353,,03-09-2023
Rwot Twero VSLA Group Lapul,1590,OPATE PDM SACCO,Pader,Lapul,Elupe Ward,,,0778449353,,03-09-2023
